date,area_type,area_code,area_name,metric,metric_name,value
2020-03-01,nation,S92000003,Scotland,newAdmissions,New admissions,3.0
2020-03-02,nation,S92000003,Scotland,newAdmissions,New admissions,11.0
2020-03-02,nation,N92000002,Northern Ireland,newAdmissions,New admissions,1.0
2020-03-03,nation,N92000002,Northern Ireland,newAdmissions,New admissions,0.0
2020-03-03,nation,S92000003,Scotland,newAdmissions,New admissions,14.0
2020-03-04,nation,S92000003,Scotland,newAdmissions,New admissions,9.0
2020-03-04,nation,N92000002,Northern Ireland,newAdmissions,New admissions,0.0
2020-03-05,nation,S92000003,Scotland,newAdmissions,New admissions,18.0
2020-03-05,nation,N92000002,Northern Ireland,newAdmissions,New admissions,1.0
2020-03-06,nation,S92000003,Scotland,newAdmissions,New admissions,23.0
2020-03-06,nation,N92000002,Northern Ireland,newAdmissions,New admissions,3.0
2020-03-07,nation,N92000002,Northern Ireland,newAdmissions,New admissions,0.0
2020-03-07,nation,S92000003,Scotland,newAdmissions,New admissions,9.0
2020-03-08,nation,N92000002,Northern Ireland,newAdmissions,New admissions,0.0
2020-03-08,nation,S92000003,Scotland,newAdmissions,New admissions,10.0
2020-03-09,nation,S92000003,Scotland,newAdmissions,New admissions,19.0
2020-03-09,nation,N92000002,Northern Ireland,newAdmissions,New admissions,1.0
2020-03-10,nation,N92000002,Northern Ireland,newAdmissions,New admissions,2.0
2020-03-10,nation,S92000003,Scotland,newAdmissions,New admissions,29.0
2020-03-11,nation,S92000003,Scotland,newAdmissions,New admissions,27.0
2020-03-11,nation,N92000002,Northern Ireland,newAdmissions,New admissions,1.0
2020-03-12,nation,S92000003,Scotland,newAdmissions,New admissions,23.0
2020-03-12,nation,N92000002,Northern Ireland,newAdmissions,New admissions,0.0
2020-03-13,nation,S92000003,Scotland,newAdmissions,New admissions,24.0
2020-03-13,nation,N92000002,Northern Ireland,newAdmissions,New admissions,0.0
2020-03-14,nation,N92000002,Northern Ireland,newAdmissions,New admissions,0.0
2020-03-14,nation,S92000003,Scotland,newAdmissions,New admissions,21.0
2020-03-15,nation,N92000002,Northern Ireland,newAdmissions,New admissions,0.0
2020-03-15,nation,S92000003,Scotland,newAdmissions,New admissions,17.0
2020-03-16,nation,N92000002,Northern Ireland,newAdmissions,New admissions,1.0
2020-03-16,nation,S92000003,Scotland,newAdmissions,New admissions,30.0
2020-03-17,nation,S92000003,Scotland,newAdmissions,New admissions,42.0
2020-03-17,nation,E92000001,England,newAdmissions,New admissions,391.0
2020-03-17,nation,N92000002,Northern Ireland,newAdmissions,New admissions,0.0
2020-03-18,nation,E92000001,England,newAdmissions,New admissions,586.0
2020-03-18,nation,S92000003,Scotland,newAdmissions,New admissions,45.0
2020-03-18,nation,N92000002,Northern Ireland,newAdmissions,New admissions,0.0
2020-03-19,nation,S92000003,Scotland,newAdmissions,New admissions,44.0
2020-03-19,nation,E92000001,England,newAdmissions,New admissions,586.0
2020-03-19,nation,N92000002,Northern Ireland,newAdmissions,New admissions,0.0
2020-03-20,nation,S92000003,Scotland,newAdmissions,New admissions,72.0
2020-03-20,nation,E92000001,England,newAdmissions,New admissions,691.0
2020-03-20,nation,N92000002,Northern Ireland,newAdmissions,New admissions,0.0
2020-03-21,nation,E92000001,England,newAdmissions,New admissions,777.0
2020-03-21,nation,N92000002,Northern Ireland,newAdmissions,New admissions,0.0
2020-03-21,nation,S92000003,Scotland,newAdmissions,New admissions,64.0
2020-03-22,nation,S92000003,Scotland,newAdmissions,New admissions,53.0
2020-03-22,nation,N92000002,Northern Ireland,newAdmissions,New admissions,0.0
2020-03-22,nation,E92000001,England,newAdmissions,New admissions,859.0
2020-03-22,nation,W92000004,Wales,newAdmissions,New admissions,32.0
2020-03-23,nation,W92000004,Wales,newAdmissions,New admissions,32.0
2020-03-23,nation,N92000002,Northern Ireland,newAdmissions,New admissions,7.0
2020-03-23,nation,S92000003,Scotland,newAdmissions,New admissions,95.0
2020-03-23,nation,E92000001,England,newAdmissions,New admissions,1128.0
2020-03-24,nation,S92000003,Scotland,newAdmissions,New admissions,96.0
2020-03-24,nation,E92000001,England,newAdmissions,New admissions,1544.0
2020-03-24,nation,N92000002,Northern Ireland,newAdmissions,New admissions,3.0
2020-03-24,nation,W92000004,Wales,newAdmissions,New admissions,63.0
2020-03-25,nation,W92000004,Wales,newAdmissions,New admissions,178.0
2020-03-25,nation,S92000003,Scotland,newAdmissions,New admissions,125.0
2020-03-25,nation,E92000001,England,newAdmissions,New admissions,1755.0
2020-03-25,nation,N92000002,Northern Ireland,newAdmissions,New admissions,3.0
2020-03-26,nation,N92000002,Northern Ireland,newAdmissions,New admissions,5.0
2020-03-26,nation,S92000003,Scotland,newAdmissions,New admissions,157.0
2020-03-26,nation,E92000001,England,newAdmissions,New admissions,1639.0
2020-03-26,nation,W92000004,Wales,newAdmissions,New admissions,107.0
2020-03-27,nation,W92000004,Wales,newAdmissions,New admissions,118.0
2020-03-27,nation,E92000001,England,newAdmissions,New admissions,1931.0
2020-03-27,nation,N92000002,Northern Ireland,newAdmissions,New admissions,9.0
2020-03-27,nation,S92000003,Scotland,newAdmissions,New admissions,150.0
2020-03-28,nation,N92000002,Northern Ireland,newAdmissions,New admissions,11.0
2020-03-28,nation,E92000001,England,newAdmissions,New admissions,1873.0
2020-03-28,nation,S92000003,Scotland,newAdmissions,New admissions,160.0
2020-03-28,nation,W92000004,Wales,newAdmissions,New admissions,126.0
2020-03-29,nation,W92000004,Wales,newAdmissions,New admissions,133.0
2020-03-29,nation,E92000001,England,newAdmissions,New admissions,2186.0
2020-03-29,nation,N92000002,Northern Ireland,newAdmissions,New admissions,12.0
2020-03-29,nation,S92000003,Scotland,newAdmissions,New admissions,139.0
2020-03-30,nation,S92000003,Scotland,newAdmissions,New admissions,190.0
2020-03-30,nation,N92000002,Northern Ireland,newAdmissions,New admissions,10.0
2020-03-30,nation,E92000001,England,newAdmissions,New admissions,2817.0
2020-03-30,nation,W92000004,Wales,newAdmissions,New admissions,147.0
2020-03-31,nation,W92000004,Wales,newAdmissions,New admissions,158.0
2020-03-31,nation,N92000002,Northern Ireland,newAdmissions,New admissions,18.0
2020-03-31,nation,S92000003,Scotland,newAdmissions,New admissions,186.0
2020-03-31,nation,E92000001,England,newAdmissions,New admissions,2447.0
2020-04-01,nation,N92000002,Northern Ireland,newAdmissions,New admissions,17.0
2020-04-01,nation,S92000003,Scotland,newAdmissions,New admissions,214.0
2020-04-01,nation,E92000001,England,newAdmissions,New admissions,3099.0
2020-04-01,nation,W92000004,Wales,newAdmissions,New admissions,207.0
2020-04-02,nation,W92000004,Wales,newAdmissions,New admissions,139.0
2020-04-02,nation,S92000003,Scotland,newAdmissions,New admissions,169.0
2020-04-02,nation,E92000001,England,newAdmissions,New admissions,2932.0
2020-04-02,nation,N92000002,Northern Ireland,newAdmissions,New admissions,16.0
2020-04-03,nation,E92000001,England,newAdmissions,New admissions,2564.0
2020-04-03,nation,N92000002,Northern Ireland,newAdmissions,New admissions,17.0
2020-04-03,nation,S92000003,Scotland,newAdmissions,New admissions,214.0
2020-04-03,nation,W92000004,Wales,newAdmissions,New admissions,110.0
2020-04-04,nation,W92000004,Wales,newAdmissions,New admissions,134.0
2020-04-04,nation,E92000001,England,newAdmissions,New admissions,2593.0
2020-04-04,nation,N92000002,Northern Ireland,newAdmissions,New admissions,18.0
2020-04-04,nation,S92000003,Scotland,newAdmissions,New admissions,154.0
2020-04-05,nation,N92000002,Northern Ireland,newAdmissions,New admissions,8.0
2020-04-05,nation,E92000001,England,newAdmissions,New admissions,2592.0
2020-04-05,nation,S92000003,Scotland,newAdmissions,New admissions,158.0
2020-04-05,nation,W92000004,Wales,newAdmissions,New admissions,134.0
2020-04-06,nation,W92000004,Wales,newAdmissions,New admissions,123.0
2020-04-06,nation,E92000001,England,newAdmissions,New admissions,2679.0
2020-04-06,nation,S92000003,Scotland,newAdmissions,New admissions,203.0
2020-04-06,nation,N92000002,Northern Ireland,newAdmissions,New admissions,22.0
2020-04-07,nation,N92000002,Northern Ireland,newAdmissions,New admissions,30.0
2020-04-07,nation,S92000003,Scotland,newAdmissions,New admissions,171.0
2020-04-07,nation,E92000001,England,newAdmissions,New admissions,2744.0
2020-04-07,nation,W92000004,Wales,newAdmissions,New admissions,196.0
2020-04-08,nation,W92000004,Wales,newAdmissions,New admissions,158.0
2020-04-08,nation,N92000002,Northern Ireland,newAdmissions,New admissions,21.0
2020-04-08,nation,S92000003,Scotland,newAdmissions,New admissions,157.0
2020-04-08,nation,E92000001,England,newAdmissions,New admissions,2619.0
2020-04-09,nation,E92000001,England,newAdmissions,New admissions,2340.0
2020-04-09,nation,S92000003,Scotland,newAdmissions,New admissions,132.0
2020-04-09,nation,N92000002,Northern Ireland,newAdmissions,New admissions,25.0
2020-04-09,nation,W92000004,Wales,newAdmissions,New admissions,126.0
2020-04-10,nation,W92000004,Wales,newAdmissions,New admissions,129.0
2020-04-10,nation,S92000003,Scotland,newAdmissions,New admissions,116.0
2020-04-10,nation,N92000002,Northern Ireland,newAdmissions,New admissions,9.0
2020-04-10,nation,E92000001,England,newAdmissions,New admissions,2196.0
2020-04-11,nation,E92000001,England,newAdmissions,New admissions,1955.0
2020-04-11,nation,N92000002,Northern Ireland,newAdmissions,New admissions,19.0
2020-04-11,nation,S92000003,Scotland,newAdmissions,New admissions,80.0
2020-04-11,nation,W92000004,Wales,newAdmissions,New admissions,106.0
2020-04-12,nation,W92000004,Wales,newAdmissions,New admissions,168.0
2020-04-12,nation,E92000001,England,newAdmissions,New admissions,1791.0
2020-04-12,nation,S92000003,Scotland,newAdmissions,New admissions,85.0
2020-04-12,nation,N92000002,Northern Ireland,newAdmissions,New admissions,19.0
2020-04-13,nation,E92000001,England,newAdmissions,New admissions,1912.0
2020-04-13,nation,N92000002,Northern Ireland,newAdmissions,New admissions,17.0
2020-04-13,nation,S92000003,Scotland,newAdmissions,New admissions,103.0
2020-04-13,nation,W92000004,Wales,newAdmissions,New admissions,130.0
2020-04-14,nation,W92000004,Wales,newAdmissions,New admissions,106.0
2020-04-14,nation,S92000003,Scotland,newAdmissions,New admissions,101.0
2020-04-14,nation,E92000001,England,newAdmissions,New admissions,1859.0
2020-04-14,nation,N92000002,Northern Ireland,newAdmissions,New admissions,20.0
2020-04-15,nation,S92000003,Scotland,newAdmissions,New admissions,98.0
2020-04-15,nation,E92000001,England,newAdmissions,New admissions,1608.0
2020-04-15,nation,N92000002,Northern Ireland,newAdmissions,New admissions,21.0
2020-04-15,nation,W92000004,Wales,newAdmissions,New admissions,151.0
2020-04-16,nation,N92000002,Northern Ireland,newAdmissions,New admissions,19.0
2020-04-16,nation,W92000004,Wales,newAdmissions,New admissions,104.0
2020-04-16,nation,E92000001,England,newAdmissions,New admissions,1777.0
2020-04-16,nation,S92000003,Scotland,newAdmissions,New admissions,97.0
2020-04-17,nation,S92000003,Scotland,newAdmissions,New admissions,109.0
2020-04-17,nation,E92000001,England,newAdmissions,New admissions,1674.0
2020-04-17,nation,W92000004,Wales,newAdmissions,New admissions,151.0
2020-04-17,nation,N92000002,Northern Ireland,newAdmissions,New admissions,24.0
2020-04-18,nation,N92000002,Northern Ireland,newAdmissions,New admissions,7.0
2020-04-18,nation,W92000004,Wales,newAdmissions,New admissions,129.0
2020-04-18,nation,S92000003,Scotland,newAdmissions,New admissions,75.0
2020-04-18,nation,E92000001,England,newAdmissions,New admissions,1411.0
2020-04-19,nation,E92000001,England,newAdmissions,New admissions,1475.0
2020-04-19,nation,S92000003,Scotland,newAdmissions,New admissions,58.0
2020-04-19,nation,W92000004,Wales,newAdmissions,New admissions,102.0
2020-04-19,nation,N92000002,Northern Ireland,newAdmissions,New admissions,14.0
2020-04-20,nation,W92000004,Wales,newAdmissions,New admissions,114.0
2020-04-20,nation,N92000002,Northern Ireland,newAdmissions,New admissions,29.0
2020-04-20,nation,S92000003,Scotland,newAdmissions,New admissions,67.0
2020-04-20,nation,E92000001,England,newAdmissions,New admissions,1522.0
2020-04-21,nation,S92000003,Scotland,newAdmissions,New admissions,69.0
2020-04-21,nation,E92000001,England,newAdmissions,New admissions,1495.0
2020-04-21,nation,N92000002,Northern Ireland,newAdmissions,New admissions,20.0
2020-04-21,nation,W92000004,Wales,newAdmissions,New admissions,117.0
2020-04-22,nation,W92000004,Wales,newAdmissions,New admissions,127.0
2020-04-22,nation,N92000002,Northern Ireland,newAdmissions,New admissions,17.0
2020-04-22,nation,S92000003,Scotland,newAdmissions,New admissions,66.0
2020-04-22,nation,E92000001,England,newAdmissions,New admissions,1310.0
2020-04-23,nation,S92000003,Scotland,newAdmissions,New admissions,66.0
2020-04-23,nation,E92000001,England,newAdmissions,New admissions,1289.0
2020-04-23,nation,N92000002,Northern Ireland,newAdmissions,New admissions,17.0
2020-04-23,nation,W92000004,Wales,newAdmissions,New admissions,134.0
2020-04-24,nation,W92000004,Wales,newAdmissions,New admissions,135.0
2020-04-24,nation,N92000002,Northern Ireland,newAdmissions,New admissions,10.0
2020-04-24,nation,E92000001,England,newAdmissions,New admissions,1277.0
2020-04-24,nation,S92000003,Scotland,newAdmissions,New admissions,91.0
2020-04-25,nation,E92000001,England,newAdmissions,New admissions,1080.0
2020-04-25,nation,S92000003,Scotland,newAdmissions,New admissions,42.0
2020-04-25,nation,W92000004,Wales,newAdmissions,New admissions,112.0
2020-04-25,nation,N92000002,Northern Ireland,newAdmissions,New admissions,12.0
2020-04-26,nation,N92000002,Northern Ireland,newAdmissions,New admissions,8.0
2020-04-26,nation,W92000004,Wales,newAdmissions,New admissions,97.0
2020-04-26,nation,S92000003,Scotland,newAdmissions,New admissions,39.0
2020-04-26,nation,E92000001,England,newAdmissions,New admissions,1208.0
2020-04-27,nation,E92000001,England,newAdmissions,New admissions,1344.0
2020-04-27,nation,S92000003,Scotland,newAdmissions,New admissions,74.0
2020-04-27,nation,N92000002,Northern Ireland,newAdmissions,New admissions,18.0
2020-04-27,nation,W92000004,Wales,newAdmissions,New admissions,95.0
2020-04-28,nation,W92000004,Wales,newAdmissions,New admissions,139.0
2020-04-28,nation,N92000002,Northern Ireland,newAdmissions,New admissions,8.0
2020-04-28,nation,S92000003,Scotland,newAdmissions,New admissions,72.0
2020-04-28,nation,E92000001,England,newAdmissions,New admissions,1296.0
2020-04-29,nation,S92000003,Scotland,newAdmissions,New admissions,49.0
2020-04-29,nation,E92000001,England,newAdmissions,New admissions,1295.0
2020-04-29,nation,W92000004,Wales,newAdmissions,New admissions,127.0
2020-04-29,nation,N92000002,Northern Ireland,newAdmissions,New admissions,13.0
2020-04-30,nation,N92000002,Northern Ireland,newAdmissions,New admissions,19.0
2020-04-30,nation,W92000004,Wales,newAdmissions,New admissions,132.0
2020-04-30,nation,S92000003,Scotland,newAdmissions,New admissions,56.0
2020-04-30,nation,E92000001,England,newAdmissions,New admissions,1227.0
2020-05-01,nation,S92000003,Scotland,newAdmissions,New admissions,55.0
2020-05-01,nation,E92000001,England,newAdmissions,New admissions,1081.0
2020-05-01,nation,N92000002,Northern Ireland,newAdmissions,New admissions,15.0
2020-05-01,nation,W92000004,Wales,newAdmissions,New admissions,107.0
2020-05-02,nation,N92000002,Northern Ireland,newAdmissions,New admissions,6.0
2020-05-02,nation,W92000004,Wales,newAdmissions,New admissions,142.0
2020-05-02,nation,S92000003,Scotland,newAdmissions,New admissions,46.0
2020-05-02,nation,E92000001,England,newAdmissions,New admissions,980.0
2020-05-03,nation,E92000001,England,newAdmissions,New admissions,1044.0
2020-05-03,nation,S92000003,Scotland,newAdmissions,New admissions,40.0
2020-05-03,nation,N92000002,Northern Ireland,newAdmissions,New admissions,7.0
2020-05-03,nation,W92000004,Wales,newAdmissions,New admissions,94.0
2020-05-04,nation,W92000004,Wales,newAdmissions,New admissions,121.0
2020-05-04,nation,N92000002,Northern Ireland,newAdmissions,New admissions,6.0
2020-05-04,nation,E92000001,England,newAdmissions,New admissions,1063.0
2020-05-04,nation,S92000003,Scotland,newAdmissions,New admissions,52.0
2020-05-05,nation,S92000003,Scotland,newAdmissions,New admissions,40.0
2020-05-05,nation,E92000001,England,newAdmissions,New admissions,959.0
2020-05-05,nation,N92000002,Northern Ireland,newAdmissions,New admissions,7.0
2020-05-05,nation,W92000004,Wales,newAdmissions,New admissions,136.0
2020-05-06,nation,W92000004,Wales,newAdmissions,New admissions,103.0
2020-05-06,nation,N92000002,Northern Ireland,newAdmissions,New admissions,7.0
2020-05-06,nation,E92000001,England,newAdmissions,New admissions,1040.0
2020-05-06,nation,S92000003,Scotland,newAdmissions,New admissions,44.0
2020-05-07,nation,S92000003,Scotland,newAdmissions,New admissions,37.0
2020-05-07,nation,E92000001,England,newAdmissions,New admissions,998.0
2020-05-07,nation,N92000002,Northern Ireland,newAdmissions,New admissions,7.0
2020-05-07,nation,W92000004,Wales,newAdmissions,New admissions,119.0
2020-05-08,nation,W92000004,Wales,newAdmissions,New admissions,127.0
2020-05-08,nation,N92000002,Northern Ireland,newAdmissions,New admissions,4.0
2020-05-08,nation,E92000001,England,newAdmissions,New admissions,743.0
2020-05-08,nation,S92000003,Scotland,newAdmissions,New admissions,32.0
2020-05-09,nation,S92000003,Scotland,newAdmissions,New admissions,21.0
2020-05-09,nation,E92000001,England,newAdmissions,New admissions,798.0
2020-05-09,nation,W92000004,Wales,newAdmissions,New admissions,106.0
2020-05-09,nation,N92000002,Northern Ireland,newAdmissions,New admissions,8.0
2020-05-10,nation,N92000002,Northern Ireland,newAdmissions,New admissions,10.0
2020-05-10,nation,W92000004,Wales,newAdmissions,New admissions,114.0
2020-05-10,nation,S92000003,Scotland,newAdmissions,New admissions,27.0
2020-05-10,nation,E92000001,England,newAdmissions,New admissions,756.0
2020-05-11,nation,E92000001,England,newAdmissions,New admissions,866.0
2020-05-11,nation,S92000003,Scotland,newAdmissions,New admissions,33.0
2020-05-11,nation,W92000004,Wales,newAdmissions,New admissions,108.0
2020-05-11,nation,N92000002,Northern Ireland,newAdmissions,New admissions,15.0
2020-05-12,nation,W92000004,Wales,newAdmissions,New admissions,92.0
2020-05-12,nation,N92000002,Northern Ireland,newAdmissions,New admissions,6.0
2020-05-12,nation,S92000003,Scotland,newAdmissions,New admissions,37.0
2020-05-12,nation,E92000001,England,newAdmissions,New admissions,844.0
2020-05-13,nation,E92000001,England,newAdmissions,New admissions,804.0
2020-05-13,nation,S92000003,Scotland,newAdmissions,New admissions,27.0
2020-05-13,nation,N92000002,Northern Ireland,newAdmissions,New admissions,13.0
2020-05-13,nation,W92000004,Wales,newAdmissions,New admissions,119.0
2020-05-14,nation,N92000002,Northern Ireland,newAdmissions,New admissions,8.0
2020-05-14,nation,W92000004,Wales,newAdmissions,New admissions,105.0
2020-05-14,nation,E92000001,England,newAdmissions,New admissions,763.0
2020-05-14,nation,S92000003,Scotland,newAdmissions,New admissions,27.0
2020-05-15,nation,S92000003,Scotland,newAdmissions,New admissions,31.0
2020-05-15,nation,E92000001,England,newAdmissions,New admissions,738.0
2020-05-15,nation,W92000004,Wales,newAdmissions,New admissions,88.0
2020-05-15,nation,N92000002,Northern Ireland,newAdmissions,New admissions,6.0
2020-05-16,nation,N92000002,Northern Ireland,newAdmissions,New admissions,3.0
2020-05-16,nation,W92000004,Wales,newAdmissions,New admissions,117.0
2020-05-16,nation,E92000001,England,newAdmissions,New admissions,671.0
2020-05-16,nation,S92000003,Scotland,newAdmissions,New admissions,18.0
2020-05-17,nation,S92000003,Scotland,newAdmissions,New admissions,9.0
2020-05-17,nation,E92000001,England,newAdmissions,New admissions,673.0
2020-05-17,nation,N92000002,Northern Ireland,newAdmissions,New admissions,7.0
2020-05-17,nation,W92000004,Wales,newAdmissions,New admissions,98.0
2020-05-18,nation,N92000002,Northern Ireland,newAdmissions,New admissions,3.0
2020-05-18,nation,W92000004,Wales,newAdmissions,New admissions,77.0
2020-05-18,nation,E92000001,England,newAdmissions,New admissions,733.0
2020-05-18,nation,S92000003,Scotland,newAdmissions,New admissions,27.0
2020-05-19,nation,E92000001,England,newAdmissions,New admissions,752.0
2020-05-19,nation,S92000003,Scotland,newAdmissions,New admissions,13.0
2020-05-19,nation,W92000004,Wales,newAdmissions,New admissions,105.0
2020-05-19,nation,N92000002,Northern Ireland,newAdmissions,New admissions,5.0
2020-05-20,nation,W92000004,Wales,newAdmissions,New admissions,95.0
2020-05-20,nation,N92000002,Northern Ireland,newAdmissions,New admissions,3.0
2020-05-20,nation,E92000001,England,newAdmissions,New admissions,732.0
2020-05-20,nation,S92000003,Scotland,newAdmissions,New admissions,18.0
2020-05-21,nation,E92000001,England,newAdmissions,New admissions,715.0
2020-05-21,nation,S92000003,Scotland,newAdmissions,New admissions,13.0
2020-05-21,nation,W92000004,Wales,newAdmissions,New admissions,105.0
2020-05-21,nation,N92000002,Northern Ireland,newAdmissions,New admissions,2.0
2020-05-22,nation,W92000004,Wales,newAdmissions,New admissions,81.0
2020-05-22,nation,N92000002,Northern Ireland,newAdmissions,New admissions,1.0
2020-05-22,nation,E92000001,England,newAdmissions,New admissions,638.0
2020-05-22,nation,S92000003,Scotland,newAdmissions,New admissions,16.0
2020-05-23,nation,E92000001,England,newAdmissions,New admissions,504.0
2020-05-23,nation,S92000003,Scotland,newAdmissions,New admissions,14.0
2020-05-23,nation,N92000002,Northern Ireland,newAdmissions,New admissions,3.0
2020-05-23,nation,W92000004,Wales,newAdmissions,New admissions,121.0
2020-05-24,nation,N92000002,Northern Ireland,newAdmissions,New admissions,1.0
2020-05-24,nation,W92000004,Wales,newAdmissions,New admissions,78.0
2020-05-24,nation,S92000003,Scotland,newAdmissions,New admissions,8.0
2020-05-24,nation,E92000001,England,newAdmissions,New admissions,497.0
2020-05-25,nation,S92000003,Scotland,newAdmissions,New admissions,13.0
2020-05-25,nation,E92000001,England,newAdmissions,New admissions,498.0
2020-05-25,nation,N92000002,Northern Ireland,newAdmissions,New admissions,7.0
2020-05-25,nation,W92000004,Wales,newAdmissions,New admissions,82.0
2020-05-26,nation,W92000004,Wales,newAdmissions,New admissions,96.0
2020-05-26,nation,N92000002,Northern Ireland,newAdmissions,New admissions,7.0
2020-05-26,nation,S92000003,Scotland,newAdmissions,New admissions,14.0
2020-05-26,nation,E92000001,England,newAdmissions,New admissions,578.0
2020-05-27,nation,S92000003,Scotland,newAdmissions,New admissions,11.0
2020-05-27,nation,E92000001,England,newAdmissions,New admissions,589.0
2020-05-27,nation,N92000002,Northern Ireland,newAdmissions,New admissions,1.0
2020-05-27,nation,W92000004,Wales,newAdmissions,New admissions,106.0
2020-05-28,nation,N92000002,Northern Ireland,newAdmissions,New admissions,3.0
2020-05-28,nation,W92000004,Wales,newAdmissions,New admissions,120.0
2020-05-28,nation,S92000003,Scotland,newAdmissions,New admissions,6.0
2020-05-28,nation,E92000001,England,newAdmissions,New admissions,570.0
2020-05-29,nation,E92000001,England,newAdmissions,New admissions,499.0
2020-05-29,nation,S92000003,Scotland,newAdmissions,New admissions,10.0
2020-05-29,nation,W92000004,Wales,newAdmissions,New admissions,99.0
2020-05-29,nation,N92000002,Northern Ireland,newAdmissions,New admissions,3.0
2020-05-30,nation,W92000004,Wales,newAdmissions,New admissions,93.0
2020-05-30,nation,N92000002,Northern Ireland,newAdmissions,New admissions,2.0
2020-05-30,nation,E92000001,England,newAdmissions,New admissions,466.0
2020-05-30,nation,S92000003,Scotland,newAdmissions,New admissions,4.0
2020-05-31,nation,E92000001,England,newAdmissions,New admissions,446.0
2020-05-31,nation,S92000003,Scotland,newAdmissions,New admissions,10.0
2020-05-31,nation,W92000004,Wales,newAdmissions,New admissions,68.0
2020-05-31,nation,N92000002,Northern Ireland,newAdmissions,New admissions,3.0
2020-06-01,nation,W92000004,Wales,newAdmissions,New admissions,73.0
2020-06-01,nation,N92000002,Northern Ireland,newAdmissions,New admissions,3.0
2020-06-01,nation,S92000003,Scotland,newAdmissions,New admissions,7.0
2020-06-01,nation,E92000001,England,newAdmissions,New admissions,522.0
2020-06-02,nation,S92000003,Scotland,newAdmissions,New admissions,5.0
2020-06-02,nation,E92000001,England,newAdmissions,New admissions,553.0
2020-06-02,nation,N92000002,Northern Ireland,newAdmissions,New admissions,3.0
2020-06-02,nation,W92000004,Wales,newAdmissions,New admissions,106.0
2020-06-03,nation,N92000002,Northern Ireland,newAdmissions,New admissions,4.0
2020-06-03,nation,W92000004,Wales,newAdmissions,New admissions,131.0
2020-06-03,nation,E92000001,England,newAdmissions,New admissions,491.0
2020-06-03,nation,S92000003,Scotland,newAdmissions,New admissions,7.0
2020-06-04,nation,E92000001,England,newAdmissions,New admissions,458.0
2020-06-04,nation,S92000003,Scotland,newAdmissions,New admissions,6.0
2020-06-04,nation,W92000004,Wales,newAdmissions,New admissions,97.0
2020-06-04,nation,N92000002,Northern Ireland,newAdmissions,New admissions,2.0
2020-06-05,nation,W92000004,Wales,newAdmissions,New admissions,82.0
2020-06-05,nation,N92000002,Northern Ireland,newAdmissions,New admissions,2.0
2020-06-05,nation,E92000001,England,newAdmissions,New admissions,380.0
2020-06-05,nation,S92000003,Scotland,newAdmissions,New admissions,10.0
2020-06-06,nation,S92000003,Scotland,newAdmissions,New admissions,6.0
2020-06-06,nation,E92000001,England,newAdmissions,New admissions,306.0
2020-06-06,nation,W92000004,Wales,newAdmissions,New admissions,92.0
2020-06-06,nation,N92000002,Northern Ireland,newAdmissions,New admissions,2.0
2020-06-07,nation,W92000004,Wales,newAdmissions,New admissions,76.0
2020-06-07,nation,N92000002,Northern Ireland,newAdmissions,New admissions,0.0
2020-06-07,nation,E92000001,England,newAdmissions,New admissions,323.0
2020-06-07,nation,S92000003,Scotland,newAdmissions,New admissions,6.0
2020-06-08,nation,S92000003,Scotland,newAdmissions,New admissions,3.0
2020-06-08,nation,E92000001,England,newAdmissions,New admissions,348.0
2020-06-08,nation,N92000002,Northern Ireland,newAdmissions,New admissions,1.0
2020-06-08,nation,W92000004,Wales,newAdmissions,New admissions,59.0
2020-06-09,nation,N92000002,Northern Ireland,newAdmissions,New admissions,3.0
2020-06-09,nation,W92000004,Wales,newAdmissions,New admissions,84.0
2020-06-09,nation,E92000001,England,newAdmissions,New admissions,397.0
2020-06-09,nation,S92000003,Scotland,newAdmissions,New admissions,5.0
2020-06-10,nation,S92000003,Scotland,newAdmissions,New admissions,7.0
2020-06-10,nation,E92000001,England,newAdmissions,New admissions,402.0
2020-06-10,nation,N92000002,Northern Ireland,newAdmissions,New admissions,3.0
2020-06-10,nation,W92000004,Wales,newAdmissions,New admissions,97.0
2020-06-11,nation,W92000004,Wales,newAdmissions,New admissions,104.0
2020-06-11,nation,N92000002,Northern Ireland,newAdmissions,New admissions,2.0
2020-06-11,nation,E92000001,England,newAdmissions,New admissions,330.0
2020-06-11,nation,S92000003,Scotland,newAdmissions,New admissions,7.0
2020-06-12,nation,S92000003,Scotland,newAdmissions,New admissions,3.0
2020-06-12,nation,E92000001,England,newAdmissions,New admissions,298.0
2020-06-12,nation,W92000004,Wales,newAdmissions,New admissions,90.0
2020-06-12,nation,N92000002,Northern Ireland,newAdmissions,New admissions,1.0
2020-06-13,nation,N92000002,Northern Ireland,newAdmissions,New admissions,2.0
2020-06-13,nation,W92000004,Wales,newAdmissions,New admissions,114.0
2020-06-13,nation,S92000003,Scotland,newAdmissions,New admissions,4.0
2020-06-13,nation,E92000001,England,newAdmissions,New admissions,265.0
2020-06-14,nation,E92000001,England,newAdmissions,New admissions,306.0
2020-06-14,nation,S92000003,Scotland,newAdmissions,New admissions,6.0
2020-06-14,nation,W92000004,Wales,newAdmissions,New admissions,52.0
2020-06-14,nation,N92000002,Northern Ireland,newAdmissions,New admissions,0.0
2020-06-15,nation,N92000002,Northern Ireland,newAdmissions,New admissions,0.0
2020-06-15,nation,W92000004,Wales,newAdmissions,New admissions,68.0
